Покупатель,Тикер покупателя,Объект сделки,Дата объявления сделки,Время объявления сделки,Дата закрытия сделки,Время закрытия сделки,Статус сделки,"Цена сделки, млн USD","Доля участия, %",Вид сделки,Тип сделки,Направление интеграции,Тип национальности,Дата завершения,Дата переговоров,Дата оформления,Дата актуализации,Дата создания,Отрасль объекта,Регион объекта,Отрасль покупателя,Регион покупателя,Капитализация покупателя на момент сделки,Опыт покупателя в M&A,Диверсификация выручки,Развитие основного бизнеса,Снижение себестоимости основного бизнеса,Покупка клиентской базы,Источник информации,audit_row_status,audit_skip_reason,audit_notes,audit_exception,audit_resolved_flag,audit_resolved_ticker,audit_resolved_name,audit_resolved_class_code,audit_resolved_uid,audit_resolved_figi,audit_rate_limit_hits,audit_first_press_release_date_parsed,audit_first_press_release_time_parsed,audit_cbonds_actualization_date_parsed,audit_cbonds_create_date_parsed,audit_is_off_market_release,audit_release_anchor_trade_date,audit_release_anchor_timestamp_msk,audit_release_anchor_reason,audit_python_version,audit_run_ts
Сбер (Сбербанк),SBER,Nitol Solar,02.03.2011,,01.02.2011,18:16,Завершена,"140,00","25,00%",Влияние,Рыночная,Круговая,Внутренняя,3.2011,,,02.03.2011,02.03.2011,Энергетика,Россия (СФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2011-03-02,,2011-03-02,2011-03-02,0,2011-03-02,2011-03-02T10:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.498641+03:00
Сбер (Сбербанк),SBER,Страховая компания Ангара,23.12.2010,,25.01.2010,10:12,Завершена,н. д.,"44,53%",Влияние,Рыночная,Параллельная,Внутренняя,12.201,,,23.12.2010,23.12.2010,Финансы / Инвестиции / Страхование / Консалтинг,Россия (СФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-12-23,,2010-12-23,2010-12-23,0,2010-12-23,2010-12-23T10:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.500433+03:00
Сбер (Сбербанк),SBER,Бизнес-центр в Омске,02.11.2010,,,,Завершена,"44,00","100,00%",Полное приобретение,Рыночная,Круговая,Внутренняя,11.201,,,02.11.2010,02.11.2010,Строительство,Россия (СФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-11-02,,2010-11-02,2010-11-02,0,2010-11-02,2010-11-02T10:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.502202+03:00
Сбер (Сбербанк),SBER,Детский мир,07.11.2010,,08.11.2010,18:09,Завершена,"84,04","25,14%",Влияние,Рыночная,Круговая,Внутренняя,11.201,,,02.11.2010,02.11.2010,Услуги / торговля,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_non_trade_day_next_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-11-07,,2010-11-02,2010-11-02,1,2010-11-08,2010-11-08T10:00:00+03:00,time_missing_non_trade_day_next_open,3.12.9,2026-03-22T00:38:56.503932+03:00
Альфа-банк,ACBR,Банк Северная казна,30.06.2010,,30.11.2008,20:31,Завершена,н. д.,"10,00%",Консолидация,Рыночная,Горизонтальная,Внутренняя,6.201,,,30.06.2010,30.06.2010,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,skipped,ignored_unresolved_row,resolve_method=none; reason=unresolved,,0,ACBR,,,,,0,2010-06-30,,2010-06-30,2010-06-30,,,,,3.12.9,2026-03-22T00:38:56.506159+03:00
Промсвязьбанк (ПСБ),PSBR,Волгопромбанк,30.06.2010,,15.06.2010,14:46,Завершена,"9,00","13,10%",Консолидация,Рыночная,Горизонтальная,Внутренняя,6.201,,,30.06.2010,30.06.2010,Финансы / Инвестиции / Страхование / Консалтинг,Россия (ПФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,skipped,ignored_unresolved_row,resolve_method=none; reason=unresolved,,0,PSBR,,,,,0,2010-06-30,,2010-06-30,2010-06-30,,,,,3.12.9,2026-03-22T00:38:56.507740+03:00
Промсвязьбанк (ПСБ),PSBR,Нижний Новгород банк,30.06.2010,,07.06.2010,12:37,Завершена,н. д.,"14,87%",Консолидация,Рыночная,Горизонтальная,Внутренняя,6.201,,6.201,30.06.2010,30.06.2010,Финансы / Инвестиции / Страхование / Консалтинг,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,skipped,ignored_unresolved_row,resolve_method=none; reason=unresolved,,0,PSBR,,,,,0,2010-06-30,,2010-06-30,2010-06-30,,,,,3.12.9,2026-03-22T00:38:56.509290+03:00
Сбер (Сбербанк),SBER,Strategy Partners,25.06.2010,,06.07.2010,16:52,Завершена,"9,50","74,75%",Покупка,Рыночная,Параллельная,Внутренняя,6.201,,,25.06.2010,25.06.2010,Финансы / Инвестиции / Страхование / Консалтинг,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-06-25,,2010-06-25,2010-06-25,0,2010-06-25,2010-06-25T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.510603+03:00
Сбер (Сбербанк),SBER,Арзил,30.06.2010,,,,Завершена,"24,08","75,00%",Поглощение,Рыночная,Круговая,Внутренняя,6.201,,,30.06.2010,30.06.2010,Металлургия,Россия (ЮФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-06-30,,2010-06-30,2010-06-30,0,2010-06-30,2010-06-30T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.512409+03:00
Сбер (Сбербанк),SBER,Вестер,27.08.2009,04:00,31.05.2010,12:32,Завершена,"73,33",">50,00%",Покупка,Рыночная,Круговая,Внутренняя,6.201,,,30.06.2010,30.06.2010,Услуги / торговля,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2009-08-27,04:00,2010-06-30,2010-06-30,0,,,no_intraday_on_release_day,3.12.9,2026-03-22T00:38:56.514226+03:00
Сбер (Сбербанк),SBER,Загорский лакокрасочный завод,30.06.2010,,,,Завершена,"24,08","75,00%",Поглощение,Рыночная,Круговая,Внутренняя,6.201,,,30.06.2010,30.06.2010,Металлургия,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-06-30,,2010-06-30,2010-06-30,0,2010-06-30,2010-06-30T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.516050+03:00
Сбер (Сбербанк),SBER,Региональный расчетно-кассовый центр,25.06.2010,,08.07.2010,20:24,Завершена,н. д.,"50,00%",Партнерство,Рыночная,Вертикальная,Внутренняя,6.201,,,25.06.2010,25.06.2010,Финансы / Инвестиции / Страхование / Консалтинг,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-06-25,,2010-06-25,2010-06-25,0,2010-06-25,2010-06-25T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.517704+03:00
Сбер (Сбербанк),SBER,Русснефть,19.01.2010,09:09,26.04.2010,14:24,Завершена,"4,00","2,00%",Участие,Рыночная,Круговая,Внутренняя,6.201,,,30.06.2010,30.06.2010,Нефть / Газ / Уголь,"Беларусь, Россия (ЦФО, УФО, СФО, ПФО)",Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-01-19,09:09,2010-06-30,2010-06-30,0,,,no_intraday_on_release_day,3.12.9,2026-03-22T00:38:56.519324+03:00
Сбер (Сбербанк),SBER,Сулинский металлургический завод,30.06.2010,,03.06.2010,,Завершена,"24,08","75,00%",Поглощение,Рыночная,Круговая,Внутренняя,6.201,,,30.06.2010,30.06.2010,Металлургия,Россия (ЮФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-06-30,,2010-06-30,2010-06-30,0,2010-06-30,2010-06-30T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.521142+03:00
Сбер (Сбербанк),SBER,Техно-логистическая компания Томилино,25.06.2010,,05.07.2010,,Завершена,"39,00","100,00%",Полное приобретение,Рыночная,Круговая,Внутренняя,6.201,,,25.06.2010,25.06.2010,Строительство,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-06-25,,2010-06-25,2010-06-25,0,2010-06-25,2010-06-25T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.522874+03:00
Сбер (Сбербанк),SBER,Управляющая компания Финансист,30.06.2010,,25.06.2010,00:00,Завершена,н. д.,"100,00%",Полное приобретение,Рыночная,Параллельная,Внутренняя,6.201,,,30.06.2010,30.06.2010,Финансы / Инвестиции / Страхование / Консалтинг,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-06-30,,2010-06-30,2010-06-30,0,2010-06-30,2010-06-30T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.524536+03:00
Сбер (Сбербанк),SBER,Бизнес-центр РосЕвроПлаза в Новосибирске,12.11.2010,,01.12.2010,00:00,Завершена,"44,00","100,00%",Полное приобретение,Рыночная,Круговая,Внутренняя,7.2009,,,05.10.2013,05.06.2013,Услуги / торговля,Россия (СФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-11-12,,2013-10-05,2013-06-05,0,2010-11-12,2010-11-12T10:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.526136+03:00
ПАО Совкомбанк,SVCB,Ассоциация региональных кредитных агентств (АРКА),20.11.2018,,,,Завершена,,"100,00%",Полное приобретение,Рыночная,Горизонтальная,Внутренняя,9.2007,,,20.11.2018,20.11.2018,Финансы / Инвестиции / Страхование / Консалтинг,"Россия (УФО, СФО)",Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2018-11-20,,2018-11-20,2018-11-20,0,,,no_trade_days_near_release,3.12.9,2026-03-22T00:38:56.527916+03:00
